engine,benchmark,category,run,wall_ms,user_ms,sys_ms,peak_rss_kb
v8,compute/nbody,compute,2,40.00,40.00,0.00,28800
v8,compute/nbody,compute,3,40.00,30.00,0.00,28640
v8,compute/nbody,compute,4,40.00,30.00,10.00,28960
v8,compute/nbody,compute,5,30.00,30.00,0.00,28800
v8-nojit,compute/nbody,compute,1,1010.00,1000.00,10.00,20800
v8-nojit,compute/nbody,compute,2,1130.00,1120.00,10.00,20800
v8-nojit,compute/nbody,compute,3,1140.00,1130.00,10.00,20960
v8-nojit,compute/nbody,compute,4,1070.00,1070.00,0.00,20800
v8-nojit,compute/nbody,compute,5,1210.00,1200.00,0.00,20800
lua,compute/spectral_norm,compute,1,290.00,290.00,0.00,2400
lua,compute/spectral_norm,compute,2,290.00,290.00,0.00,2400
lua,compute/spectral_norm,compute,3,290.00,290.00,0.00,2400
lua,compute/spectral_norm,compute,4,310.00,310.00,0.00,2400
lua,compute/spectral_norm,compute,5,300.00,300.00,0.00,2400
luajit,compute/spectral_norm,compute,1,10.00,10.00,0.00,2400
luajit,compute/spectral_norm,compute,2,10.00,10.00,0.00,2400
luajit,compute/spectral_norm,compute,3,10.00,10.00,0.00,2400
luajit,compute/spectral_norm,compute,4,10.00,10.00,0.00,2400
luajit,compute/spectral_norm,compute,5,10.00,10.00,0.00,2400
quickjs,compute/spectral_norm,compute,1,470.00,470.00,0.00,3040
quickjs,compute/spectral_norm,compute,2,500.00,500.00,0.00,3040
quickjs,compute/spectral_norm,compute,3,480.00,480.00,0.00,3040
quickjs,compute/spectral_norm,compute,4,460.00,460.00,0.00,3040
quickjs,compute/spectral_norm,compute,5,470.00,470.00,0.00,3040
v8,compute/spectral_norm,compute,1,40.00,40.00,10.00,28960
v8,compute/spectral_norm,compute,2,40.00,40.00,0.00,28960
v8,compute/spectral_norm,compute,3,40.00,30.00,10.00,28960
v8,compute/spectral_norm,compute,4,40.00,40.00,10.00,28960
v8,compute/spectral_norm,compute,5,40.00,50.00,0.00,28960
v8-nojit,compute/spectral_norm,compute,1,570.00,550.00,10.00,20480
v8-nojit,compute/spectral_norm,compute,2,500.00,490.00,0.00,20960
v8-nojit,compute/spectral_norm,compute,3,500.00,490.00,10.00,20800
v8-nojit,compute/spectral_norm,compute,4,540.00,540.00,0.00,20960
v8-nojit,compute/spectral_norm,compute,5,520.00,510.00,10.00,20800
lua,coroutine/scheduler,coroutine,1,10.00,10.00,0.00,2240
lua,coroutine/scheduler,coroutine,2,10.00,10.00,0.00,2240
lua,coroutine/scheduler,coroutine,3,10.00,10.00,0.00,2240
lua,coroutine/scheduler,coroutine,4,10.00,10.00,0.00,2080
lua,coroutine/scheduler,coroutine,5,10.00,10.00,0.00,2240
luajit,coroutine/scheduler,coroutine,1,0.00,0.00,0.00,2560
luajit,coroutine/scheduler,coroutine,2,0.00,0.00,0.00,2560
luajit,coroutine/scheduler,coroutine,3,0.00,0.00,0.00,2400
luajit,coroutine/scheduler,coroutine,4,0.00,0.00,0.00,2560
luajit,coroutine/scheduler,coroutine,5,0.00,0.00,0.00,2400
quickjs,coroutine/scheduler,coroutine,1,10.00,10.00,0.00,3200
quickjs,coroutine/scheduler,coroutine,2,10.00,10.00,0.00,3200
quickjs,coroutine/scheduler,coroutine,3,10.00,10.00,0.00,3200
quickjs,coroutine/scheduler,coroutine,4,10.00,10.00,0.00,3200
quickjs,coroutine/scheduler,coroutine,5,10.00,10.00,0.00,3040
v8,coroutine/scheduler,coroutine,1,10.00,10.00,0.00,28800
v8,coroutine/scheduler,coroutine,2,10.00,0.00,10.00,28480
v8,coroutine/scheduler,coroutine,3,10.00,0.00,10.00,28480
v8,coroutine/scheduler,coroutine,4,10.00,0.00,10.00,28640
v8,coroutine/scheduler,coroutine,5,10.00,0.00,0.00,28640
v8-nojit,coroutine/scheduler,coroutine,1,20.00,10.00,0.00,20320
v8-nojit,coroutine/scheduler,coroutine,2,20.00,10.00,10.00,20320
v8-nojit,coroutine/scheduler,coroutine,3,20.00,10.00,10.00,20800
v8-nojit,coroutine/scheduler,coroutine,4,20.00,0.00,10.00,20640
v8-nojit,coroutine/scheduler,coroutine,5,20.00,10.00,0.00,20480
lua,startup/empty,startup,1,0.00,0.00,0.00,1920
lua,startup/empty,startup,2,0.00,0.00,0.00,1920
lua,startup/empty,startup,3,0.00,0.00,0.00,1920
lua,startup/empty,startup,4,0.00,0.00,0.00,1920
lua,startup/empty,startup,5,0.00,0.00,0.00,1920
luajit,startup/empty,startup,1,0.00,0.00,0.00,2400
luajit,startup/empty,startup,2,0.00,0.00,0.00,2400
luajit,startup/empty,startup,3,0.00,0.00,0.00,2240
luajit,startup/empty,startup,4,0.00,0.00,0.00,2400
luajit,startup/empty,startup,5,0.00,0.00,0.00,2400
quickjs,startup/empty,startup,1,0.00,0.00,0.00,2880
quickjs,startup/empty,startup,2,0.00,0.00,0.00,2880
quickjs,startup/empty,startup,3,0.00,0.00,0.00,2880
quickjs,startup/empty,startup,4,0.00,0.00,0.00,2880
quickjs,startup/empty,startup,5,0.00,0.00,0.00,2880
v8,startup/empty,startup,1,10.00,0.00,0.00,16960
v8,startup/empty,startup,2,0.00,0.00,0.00,17280
v8,startup/empty,startup,3,10.00,0.00,0.00,17120
v8,startup/empty,startup,4,10.00,0.00,0.00,17440
v8,startup/empty,startup,5,0.00,0.00,0.00,16960
v8-nojit,startup/empty,startup,1,0.00,0.00,0.00,17120
v8-nojit,startup/empty,startup,2,0.00,0.00,0.00,17280
v8-nojit,startup/empty,startup,3,0.00,0.00,0.00,17120
v8-nojit,startup/empty,startup,4,10.00,0.00,0.00,16960
v8-nojit,startup/empty,startup,5,0.00,0.00,10.00,17440
lua,string/fasta,string,1,100.00,100.00,0.00,2400
lua,string/fasta,string,2,100.00,100.00,0.00,2400
lua,string/fasta,string,3,100.00,100.00,0.00,2400
lua,string/fasta,string,4,100.00,100.00,0.00,2400
lua,string/fasta,string,5,120.00,120.00,0.00,2400
luajit,string/fasta,string,1,30.00,30.00,0.00,2560
luajit,string/fasta,string,2,40.00,40.00,0.00,2560
luajit,string/fasta,string,3,40.00,40.00,0.00,2560
luajit,string/fasta,string,4,40.00,40.00,0.00,2400
luajit,string/fasta,string,5,30.00,30.00,0.00,2560
quickjs,string/fasta,string,1,160.00,160.00,0.00,3040
quickjs,string/fasta,string,2,160.00,160.00,0.00,3040
quickjs,string/fasta,string,3,170.00,170.00,0.00,3040
quickjs,string/fasta,string,4,160.00,160.00,0.00,3200
quickjs,string/fasta,string,5,160.00,160.00,0.00,3040
v8,string/fasta,string,1,30.00,30.00,0.00,29600
v8,string/fasta,string,2,30.00,20.00,10.00,29760
v8,string/fasta,string,3,40.00,30.00,10.00,29120
v8,string/fasta,string,4,30.00,20.00,10.00,29280
v8,string/fasta,string,5,30.00,30.00,0.00,28960
v8-nojit,string/fasta,string,1,160.00,160.00,0.00,20800
v8-nojit,string/fasta,string,2,170.00,160.00,0.00,20640
v8-nojit,string/fasta,string,3,200.00,190.00,0.00,20480
v8-nojit,string/fasta,string,4,190.00,180.00,0.00,20480
v8-nojit,string/fasta,string,5,190.00,180.00,0.00,20640
lua,string/json_parse,string,1,50.00,40.00,10.00,7356
lua,string/json_parse,string,2,50.00,40.00,0.00,7364
lua,string/json_parse,string,3,50.00,40.00,0.00,7356
lua,string/json_parse,string,4,60.00,50.00,0.00,7356
lua,string/json_parse,string,5,50.00,50.00,0.00,7356
luajit,string/json_parse,string,1,10.00,10.00,0.00,7348
luajit,string/json_parse,string,2,10.00,10.00,0.00,7352
luajit,string/json_parse,string,3,10.00,0.00,0.00,7352
luajit,string/json_parse,string,4,10.00,10.00,0.00,7348
luajit,string/json_parse,string,5,10.00,10.00,0.00,7348
quickjs,string/json_parse,string,1,0.00,0.00,0.00,6240
quickjs,string/json_parse,string,2,10.00,10.00,0.00,6240
quickjs,string/json_parse,string,3,0.00,0.00,0.00,6240
quickjs,string/json_parse,string,4,0.00,0.00,0.00,6240
quickjs,string/json_parse,string,5,0.00,0.00,0.00,6240
v8,string/json_parse,string,1,10.00,10.00,0.00,31520
v8,string/json_parse,string,2,10.00,0.00,10.00,31680
v8,string/json_parse,string,3,10.00,0.00,20.00,31680
v8,string/json_parse,string,4,20.00,10.00,10.00,31680
v8,string/json_parse,string,5,20.00,10.00,20.00,31680
v8-nojit,string/json_parse,string,1,10.00,0.00,10.00,23360
v8-nojit,string/json_parse,string,2,20.00,0.00,10.00,23520
v8-nojit,string/json_parse,string,3,30.00,20.00,0.00,23520
v8-nojit,string/json_parse,string,4,20.00,0.00,10.00,23360
v8-nojit,string/json_parse,string,5,20.00,10.00,10.00,23520
lua,string/string_concat,string,1,0.00,0.00,0.00,4320
lua,string/string_concat,string,2,0.00,0.00,0.00,4320
lua,string/string_concat,string,3,0.00,0.00,0.00,4320
lua,string/string_concat,string,4,0.00,0.00,0.00,4320
lua,string/string_concat,string,5,0.00,0.00,0.00,4320
luajit,string/string_concat,string,1,0.00,0.00,0.00,3520
luajit,string/string_concat,string,2,0.00,0.00,0.00,3520
luajit,string/string_concat,string,3,0.00,0.00,0.00,3520
luajit,string/string_concat,string,4,0.00,0.00,0.00,3520
luajit,string/string_concat,string,5,0.00,0.00,0.00,3520
quickjs,string/string_concat,string,1,0.00,0.00,0.00,4480
quickjs,string/string_concat,string,2,0.00,0.00,0.00,4480
quickjs,string/string_concat,string,3,0.00,0.00,0.00,4480
quickjs,string/string_concat,string,4,0.00,0.00,0.00,4640
quickjs,string/string_concat,string,5,0.00,0.00,0.00,4480
v8,string/string_concat,string,1,10.00,0.00,10.00,27296
v8,string/string_concat,string,2,10.00,0.00,10.00,27424
v8,string/string_concat,string,3,10.00,10.00,0.00,27456
v8,string/string_concat,string,4,10.00,0.00,10.00,27936
v8,string/string_concat,string,5,10.00,0.00,0.00,27448
v8-nojit,string/string_concat,string,1,10.00,0.00,0.00,19560
v8-nojit,string/string_concat,string,2,10.00,0.00,0.00,19672
v8-nojit,string/string_concat,string,3,10.00,0.00,0.00,19708
v8-nojit,string/string_concat,string,4,10.00,0.00,10.00,19556
v8-nojit,string/string_concat,string,5,10.00,0.00,10.00,19836
lua,table/array_access,table,1,240.00,160.00,80.00,133120
lua,table/array_access,table,2,230.00,160.00,70.00,133120
lua,table/array_access,table,3,220.00,170.00,40.00,133120
lua,table/array_access,table,4,210.00,150.00,60.00,133120
lua,table/array_access,table,5,220.00,160.00,60.00,133120
luajit,table/array_access,table,1,70.00,40.00,30.00,67840
luajit,table/array_access,table,2,70.00,40.00,30.00,67840
luajit,table/array_access,table,3,70.00,30.00,30.00,67840
luajit,table/array_access,table,4,60.00,30.00,30.00,67840
luajit,table/array_access,table,5,60.00,20.00,40.00,67840
quickjs,table/array_access,table,1,530.00,490.00,30.00,81120
quickjs,table/array_access,table,2,500.00,460.00,30.00,81120
quickjs,table/array_access,table,3,510.00,500.00,0.00,81120
quickjs,table/array_access,table,4,500.00,480.00,20.00,81120
quickjs,table/array_access,table,5,510.00,490.00,10.00,81120
v8,table/array_access,table,1,40.00,30.00,10.00,46080
v8,table/array_access,table,2,40.00,20.00,20.00,46240
v8,table/array_access,table,3,40.00,30.00,10.00,46240
v8,table/array_access,table,4,40.00,30.00,10.00,46240
v8,table/array_access,table,5,40.00,20.00,20.00,46080
v8-nojit,table/array_access,table,1,350.00,340.00,10.00,38080
v8-nojit,table/array_access,table,2,370.00,350.00,10.00,38080
v8-nojit,table/array_access,table,3,350.00,320.00,20.00,37760
v8-nojit,table/array_access,table,4,360.00,340.00,10.00,37600
v8-nojit,table/array_access,table,5,390.00,370.00,10.00,37760
lua,table/table_insert,table,1,900.00,850.00,50.00,112192
lua,table/table_insert,table,2,910.00,870.00,40.00,112192
lua,table/table_insert,table,3,900.00,860.00,40.00,112192
lua,table/table_insert,table,4,930.00,870.00,60.00,112188
lua,table/table_insert,table,5,900.00,860.00,40.00,112192
luajit,table/table_insert,table,1,400.00,350.00,50.00,81856
luajit,table/table_insert,table,2,400.00,370.00,20.00,81860
luajit,table/table_insert,table,3,380.00,340.00,40.00,81860
luajit,table/table_insert,table,4,390.00,360.00,40.00,81860
luajit,table/table_insert,table,5,380.00,340.00,40.00,81856
quickjs,table/table_insert,table,1,270.00,230.00,40.00,107248
quickjs,table/table_insert,table,2,300.00,230.00,60.00,107244
quickjs,table/table_insert,table,3,290.00,250.00,40.00,107248
quickjs,table/table_insert,table,4,280.00,210.00,70.00,107248
quickjs,table/table_insert,table,5,270.00,220.00,50.00,107248
v8,table/table_insert,table,1,630.00,680.00,50.00,109148
v8,table/table_insert,table,2,630.00,650.00,80.00,109092
v8,table/table_insert,table,3,720.00,770.00,50.00,109284
v8,table/table_insert,table,4,750.00,790.00,60.00,108896
v8,table/table_insert,table,5,700.00,740.00,60.00,108856
v8-nojit,table/table_insert,table,1,940.00,990.00,50.00,104012
v8-nojit,table/table_insert,table,2,870.00,890.00,80.00,104192
v8-nojit,table/table_insert,table,3,810.00,840.00,80.00,103896
v8-nojit,table/table_insert,table,4,830.00,890.00,50.00,103712
v8-nojit,table/table_insert,table,5,750.00,800.00,50.00,103668
