engine,benchmark,category,run,wall_ms,user_ms,sys_ms,peak_rss_kb
quickjs,alloc/gc_stress,alloc,3,620.00,540.00,80.00,225120
quickjs,alloc/gc_stress,alloc,4,610.00,550.00,50.00,225120
quickjs,alloc/gc_stress,alloc,5,630.00,490.00,130.00,225120
v8,alloc/gc_stress,alloc,1,90.00,100.00,30.00,104000
v8,alloc/gc_stress,alloc,2,90.00,100.00,30.00,104640
v8,alloc/gc_stress,alloc,3,90.00,90.00,40.00,104480
v8,alloc/gc_stress,alloc,4,100.00,90.00,40.00,104000
v8,alloc/gc_stress,alloc,5,100.00,90.00,40.00,104160
v8-nojit,alloc/gc_stress,alloc,1,260.00,250.00,40.00,120000
v8-nojit,alloc/gc_stress,alloc,2,270.00,260.00,30.00,119680
v8-nojit,alloc/gc_stress,alloc,3,270.00,270.00,30.00,119840
v8-nojit,alloc/gc_stress,alloc,4,280.00,270.00,30.00,120480
v8-nojit,alloc/gc_stress,alloc,5,260.00,240.00,40.00,119360
lua,alloc/object_churn,alloc,1,660.00,690.00,0.00,2080
lua,alloc/object_churn,alloc,2,640.00,700.00,0.00,2080
lua,alloc/object_churn,alloc,3,670.00,720.00,0.00,2240
lua,alloc/object_churn,alloc,4,640.00,700.00,0.00,2240
lua,alloc/object_churn,alloc,5,640.00,690.00,0.00,2400
lua55,alloc/object_churn,alloc,1,550.00,600.00,0.00,2240
lua55,alloc/object_churn,alloc,2,550.00,600.00,0.00,2400
lua55,alloc/object_churn,alloc,3,550.00,600.00,0.00,2240
lua55,alloc/object_churn,alloc,4,550.00,600.00,0.00,2400
lua55,alloc/object_churn,alloc,5,540.00,590.00,0.00,2240
luajit,alloc/object_churn,alloc,1,10.00,10.00,0.00,2400
luajit,alloc/object_churn,alloc,2,10.00,10.00,0.00,2400
luajit,alloc/object_churn,alloc,3,10.00,10.00,0.00,2400
luajit,alloc/object_churn,alloc,4,10.00,10.00,0.00,2400
luajit,alloc/object_churn,alloc,5,10.00,10.00,0.00,2400
quickjs,alloc/object_churn,alloc,1,800.00,880.00,0.00,3040
quickjs,alloc/object_churn,alloc,2,830.00,910.00,0.00,3040
quickjs,alloc/object_churn,alloc,3,800.00,870.00,0.00,3040
quickjs,alloc/object_churn,alloc,4,810.00,880.00,0.00,3040
quickjs,alloc/object_churn,alloc,5,780.00,850.00,0.00,3040
v8,alloc/object_churn,alloc,1,130.00,130.00,0.00,27680
v8,alloc/object_churn,alloc,2,140.00,150.00,0.00,27840
v8,alloc/object_churn,alloc,3,160.00,180.00,0.00,27840
v8,alloc/object_churn,alloc,4,150.00,160.00,10.00,27840
v8,alloc/object_churn,alloc,5,150.00,160.00,0.00,27520
v8-nojit,alloc/object_churn,alloc,1,450.00,490.00,0.00,20160
v8-nojit,alloc/object_churn,alloc,2,450.00,490.00,0.00,20000
v8-nojit,alloc/object_churn,alloc,3,450.00,480.00,10.00,20160
v8-nojit,alloc/object_churn,alloc,4,460.00,500.00,0.00,20160
v8-nojit,alloc/object_churn,alloc,5,460.00,500.00,0.00,20160
lua,call/ackermann,call,1,430.00,470.00,0.00,3360
lua,call/ackermann,call,2,410.00,450.00,0.00,3200
lua,call/ackermann,call,3,450.00,490.00,0.00,3360
lua,call/ackermann,call,4,420.00,450.00,0.00,3360
lua,call/ackermann,call,5,420.00,460.00,0.00,3360
lua55,call/ackermann,call,1,430.00,440.00,0.00,3520
lua55,call/ackermann,call,2,440.00,440.00,0.00,3520
lua55,call/ackermann,call,3,440.00,440.00,0.00,3520
lua55,call/ackermann,call,4,450.00,450.00,0.00,3520
lua55,call/ackermann,call,5,2410.00,450.00,0.00,3520
luajit,call/ackermann,call,1,90.00,90.00,0.00,2880
luajit,call/ackermann,call,2,90.00,80.00,0.00,2880
luajit,call/ackermann,call,3,90.00,90.00,0.00,2880
luajit,call/ackermann,call,4,150.00,150.00,0.00,2880
luajit,call/ackermann,call,5,90.00,90.00,0.00,2880
quickjs,call/ackermann,call,1,900.00,900.00,0.00,8800
quickjs,call/ackermann,call,2,880.00,870.00,10.00,8800
quickjs,call/ackermann,call,3,910.00,910.00,0.00,8640
quickjs,call/ackermann,call,4,960.00,950.00,0.00,8640
quickjs,call/ackermann,call,5,880.00,880.00,0.00,8640
v8,call/ackermann,call,1,100.00,90.00,0.00,25920
v8,call/ackermann,call,2,100.00,90.00,10.00,25600
v8,call/ackermann,call,3,120.00,110.00,0.00,25920
v8,call/ackermann,call,4,90.00,80.00,20.00,25760
v8,call/ackermann,call,5,100.00,100.00,0.00,25760
v8-nojit,call/ackermann,call,1,670.00,730.00,0.00,18560
v8-nojit,call/ackermann,call,2,650.00,710.00,0.00,18560
v8-nojit,call/ackermann,call,3,640.00,700.00,0.00,18560
v8-nojit,call/ackermann,call,4,650.00,690.00,10.00,18720
v8-nojit,call/ackermann,call,5,620.00,670.00,0.00,18720
lua,call/closure,call,1,510.00,560.00,0.00,2080
lua,call/closure,call,2,530.00,580.00,0.00,2080
lua,call/closure,call,3,540.00,590.00,0.00,2240
lua,call/closure,call,4,560.00,610.00,0.00,2240
lua,call/closure,call,5,660.00,710.00,0.00,2240
lua55,call/closure,call,1,600.00,660.00,0.00,2240
lua55,call/closure,call,2,510.00,560.00,0.00,2240
lua55,call/closure,call,3,510.00,560.00,0.00,2240
lua55,call/closure,call,4,500.00,550.00,0.00,2240
lua55,call/closure,call,5,510.00,550.00,0.00,2240
luajit,call/closure,call,1,40.00,40.00,0.00,2400
luajit,call/closure,call,2,40.00,50.00,0.00,2400
luajit,call/closure,call,3,40.00,40.00,0.00,2560
luajit,call/closure,call,4,40.00,40.00,0.00,2400
luajit,call/closure,call,5,40.00,40.00,0.00,2400
quickjs,call/closure,call,1,950.00,1030.00,0.00,3040
quickjs,call/closure,call,2,820.00,900.00,0.00,3040
quickjs,call/closure,call,3,860.00,940.00,0.00,3040
quickjs,call/closure,call,4,850.00,930.00,0.00,3040
quickjs,call/closure,call,5,840.00,910.00,0.00,3040
v8,call/closure,call,1,180.00,200.00,0.00,28960
v8,call/closure,call,2,190.00,200.00,10.00,29280
v8,call/closure,call,3,220.00,250.00,0.00,29440
v8,call/closure,call,4,220.00,240.00,10.00,29280
v8,call/closure,call,5,200.00,220.00,0.00,28960
v8-nojit,call/closure,call,1,980.00,970.00,10.00,20160
v8-nojit,call/closure,call,2,3030.00,980.00,10.00,20160
v8-nojit,call/closure,call,3,1000.00,990.00,10.00,20160
v8-nojit,call/closure,call,4,1070.00,1060.00,10.00,19840
v8-nojit,call/closure,call,5,1030.00,1020.00,10.00,20160
lua,call/fibonacci,call,1,1820.00,1950.00,0.00,2080
lua,call/fibonacci,call,2,1650.00,1800.00,0.00,2240
lua,call/fibonacci,call,3,1570.00,1720.00,0.00,2240
lua,call/fibonacci,call,4,1370.00,1500.00,0.00,2240
lua,call/fibonacci,call,5,1380.00,1500.00,0.00,2240
lua55,call/fibonacci,call,1,1590.00,1730.00,0.00,2080
lua55,call/fibonacci,call,2,1580.00,1720.00,0.00,2240
lua55,call/fibonacci,call,3,1510.00,1650.00,0.00,2240
lua55,call/fibonacci,call,4,1450.00,1580.00,0.00,2080
lua55,call/fibonacci,call,5,1490.00,1620.00,0.00,2240
luajit,call/fibonacci,call,1,310.00,330.00,0.00,2560
luajit,call/fibonacci,call,2,300.00,330.00,0.00,2560
luajit,call/fibonacci,call,3,300.00,330.00,0.00,2400
luajit,call/fibonacci,call,4,310.00,330.00,0.00,2560
luajit,call/fibonacci,call,5,310.00,340.00,0.00,2560
quickjs,call/fibonacci,call,1,2410.00,2460.00,0.00,3040
quickjs,call/fibonacci,call,2,2590.00,2640.00,0.00,2880
quickjs,call/fibonacci,call,3,2170.00,2260.00,0.00,3040
quickjs,call/fibonacci,call,4,2090.00,2280.00,0.00,3040
quickjs,call/fibonacci,call,5,2100.00,2290.00,0.00,3040
v8,call/fibonacci,call,1,240.00,250.00,10.00,24960
v8,call/fibonacci,call,2,240.00,260.00,0.00,24800
v8,call/fibonacci,call,3,240.00,260.00,0.00,24800
v8,call/fibonacci,call,4,240.00,260.00,0.00,25280
v8,call/fibonacci,call,5,240.00,260.00,0.00,24640
v8-nojit,call/fibonacci,call,1,2260.00,2450.00,0.00,17600
v8-nojit,call/fibonacci,call,2,2330.00,2530.00,0.00,17440
v8-nojit,call/fibonacci,call,3,2280.00,2480.00,0.00,17760
v8-nojit,call/fibonacci,call,4,2290.00,2490.00,0.00,17600
v8-nojit,call/fibonacci,call,5,2430.00,2440.00,10.00,17440
lua,call/method_dispatch,call,1,550.00,520.00,0.00,2080
lua,call/method_dispatch,call,2,2610.00,570.00,0.00,2240
lua,call/method_dispatch,call,3,580.00,550.00,0.00,2240
lua,call/method_dispatch,call,4,550.00,520.00,0.00,2080
lua,call/method_dispatch,call,5,590.00,560.00,0.00,2080
lua55,call/method_dispatch,call,1,510.00,510.00,0.00,2240
lua55,call/method_dispatch,call,2,590.00,590.00,0.00,2240
lua55,call/method_dispatch,call,3,580.00,580.00,0.00,2240
lua55,call/method_dispatch,call,4,560.00,550.00,0.00,2240
lua55,call/method_dispatch,call,5,590.00,590.00,0.00,2080
luajit,call/method_dispatch,call,1,70.00,70.00,0.00,2400
luajit,call/method_dispatch,call,2,80.00,80.00,0.00,2400
luajit,call/method_dispatch,call,3,80.00,80.00,0.00,2400
luajit,call/method_dispatch,call,4,80.00,80.00,0.00,2400
luajit,call/method_dispatch,call,5,70.00,80.00,0.00,2400
quickjs,call/method_dispatch,call,1,820.00,900.00,0.00,3200
quickjs,call/method_dispatch,call,2,800.00,870.00,0.00,3040
quickjs,call/method_dispatch,call,3,800.00,870.00,0.00,3040
quickjs,call/method_dispatch,call,4,810.00,880.00,0.00,3040
quickjs,call/method_dispatch,call,5,790.00,870.00,0.00,3040
v8,call/method_dispatch,call,1,70.00,80.00,0.00,28480
v8,call/method_dispatch,call,2,70.00,70.00,10.00,28160
v8,call/method_dispatch,call,3,70.00,60.00,20.00,28160
v8,call/method_dispatch,call,4,80.00,70.00,10.00,28320
v8,call/method_dispatch,call,5,80.00,80.00,0.00,28640
v8-nojit,call/method_dispatch,call,1,530.00,570.00,0.00,20480
v8-nojit,call/method_dispatch,call,2,530.00,570.00,0.00,20160
v8-nojit,call/method_dispatch,call,3,540.00,580.00,10.00,20160
v8-nojit,call/method_dispatch,call,4,540.00,590.00,0.00,20160
v8-nojit,call/method_dispatch,call,5,570.00,610.00,0.00,20320
lua,call/queens,call,1,1510.00,1640.00,0.00,2080
lua,call/queens,call,2,1500.00,1630.00,0.00,2240
lua,call/queens,call,3,1510.00,1650.00,0.00,2080
lua,call/queens,call,4,1480.00,1620.00,0.00,2080
lua,call/queens,call,5,1550.00,1690.00,0.00,2240
lua55,call/queens,call,1,1350.00,1340.00,0.00,2080
lua55,call/queens,call,2,3180.00,1310.00,0.00,2080
lua55,call/queens,call,3,1310.00,1290.00,0.00,2080
lua55,call/queens,call,4,1340.00,1330.00,0.00,2240
lua55,call/queens,call,5,1300.00,1290.00,0.00,2240
luajit,call/queens,call,1,460.00,450.00,0.00,2400
luajit,call/queens,call,2,430.00,470.00,0.00,2400
luajit,call/queens,call,3,400.00,440.00,0.00,2400
luajit,call/queens,call,4,440.00,480.00,0.00,2400
luajit,call/queens,call,5,410.00,450.00,0.00,2400
quickjs,call/queens,call,1,2760.00,3000.00,0.00,3040
quickjs,call/queens,call,2,2770.00,3020.00,0.00,3200
quickjs,call/queens,call,3,2690.00,2940.00,0.00,3040
quickjs,call/queens,call,4,2710.00,2960.00,0.00,3040
quickjs,call/queens,call,5,2730.00,2980.00,0.00,3040
v8,call/queens,call,1,610.00,600.00,10.00,25920
v8,call/queens,call,2,610.00,610.00,0.00,25920
v8,call/queens,call,3,640.00,640.00,0.00,26080
v8,call/queens,call,4,620.00,600.00,10.00,25600
v8,call/queens,call,5,2510.00,650.00,0.00,25920
v8-nojit,call/queens,call,1,2160.00,2180.00,10.00,17920
v8-nojit,call/queens,call,2,1930.00,2090.00,10.00,17760
v8-nojit,call/queens,call,3,1850.00,2010.00,0.00,17760
v8-nojit,call/queens,call,4,1980.00,2150.00,10.00,17920
v8-nojit,call/queens,call,5,1740.00,1890.00,0.00,17760
lua,call/tak,call,1,980.00,1060.00,0.00,2080
lua,call/tak,call,2,1010.00,1100.00,0.00,2240
lua,call/tak,call,3,1040.00,1130.00,0.00,2240
lua,call/tak,call,4,1020.00,1110.00,0.00,2240
lua,call/tak,call,5,1010.00,1110.00,0.00,2240
lua55,call/tak,call,1,1010.00,1100.00,0.00,2080
lua55,call/tak,call,2,950.00,1040.00,0.00,2080
lua55,call/tak,call,3,950.00,1030.00,0.00,2240
lua55,call/tak,call,4,1030.00,1130.00,0.00,2080
lua55,call/tak,call,5,1190.00,1190.00,0.00,2080
luajit,call/tak,call,1,310.00,310.00,0.00,2400
luajit,call/tak,call,2,280.00,280.00,0.00,2400
luajit,call/tak,call,3,280.00,270.00,0.00,2400
luajit,call/tak,call,4,290.00,290.00,0.00,2400
luajit,call/tak,call,5,290.00,290.00,0.00,2400
quickjs,call/tak,call,1,1740.00,1720.00,0.00,3040
quickjs,call/tak,call,2,1890.00,1870.00,0.00,3040
quickjs,call/tak,call,3,1910.00,1920.00,0.00,3040
quickjs,call/tak,call,4,1790.00,1800.00,0.00,3040
quickjs,call/tak,call,5,1640.00,1650.00,0.00,3040
v8,call/tak,call,1,170.00,160.00,0.00,24960
v8,call/tak,call,2,180.00,170.00,10.00,24800
v8,call/tak,call,3,190.00,180.00,0.00,25120
v8,call/tak,call,4,180.00,160.00,10.00,24960
v8,call/tak,call,5,190.00,190.00,0.00,24640
v8-nojit,call/tak,call,1,1780.00,1780.00,0.00,17440
v8-nojit,call/tak,call,2,1890.00,1880.00,10.00,17600
v8-nojit,call/tak,call,3,1910.00,1900.00,10.00,17600
v8-nojit,call/tak,call,4,1710.00,1700.00,0.00,17600
v8-nojit,call/tak,call,5,1660.00,1650.00,0.00,17760
lua,compute/fannkuch,compute,1,2230.00,2230.00,0.00,2240
lua,compute/fannkuch,compute,2,2120.00,2120.00,0.00,2240
lua,compute/fannkuch,compute,3,2110.00,2110.00,0.00,2240
lua,compute/fannkuch,compute,4,2270.00,2330.00,0.00,2240
lua,compute/fannkuch,compute,5,1910.00,2080.00,0.00,2240
lua55,compute/fannkuch,compute,1,1950.00,2120.00,0.00,2240
lua55,compute/fannkuch,compute,2,2050.00,2240.00,0.00,2400
lua55,compute/fannkuch,compute,3,2110.00,2300.00,0.00,2240
lua55,compute/fannkuch,compute,4,1920.00,2100.00,0.00,2400
lua55,compute/fannkuch,compute,5,1880.00,2050.00,0.00,2400
luajit,compute/fannkuch,compute,1,320.00,350.00,0.00,2560
luajit,compute/fannkuch,compute,2,310.00,340.00,0.00,2400
luajit,compute/fannkuch,compute,3,310.00,340.00,0.00,2400
luajit,compute/fannkuch,compute,4,310.00,330.00,0.00,2400
luajit,compute/fannkuch,compute,5,300.00,330.00,0.00,2400
quickjs,compute/fannkuch,compute,1,5080.00,3070.00,0.00,3040
quickjs,compute/fannkuch,compute,2,3010.00,3040.00,0.00,3040
quickjs,compute/fannkuch,compute,3,3280.00,3380.00,0.00,3040
quickjs,compute/fannkuch,compute,4,3110.00,3260.00,0.00,3040
quickjs,compute/fannkuch,compute,5,2820.00,2940.00,0.00,3040
v8,compute/fannkuch,compute,1,170.00,180.00,10.00,25920
v8,compute/fannkuch,compute,2,200.00,210.00,0.00,26080
v8,compute/fannkuch,compute,3,180.00,180.00,0.00,26240
v8,compute/fannkuch,compute,4,180.00,180.00,0.00,26080
v8,compute/fannkuch,compute,5,180.00,190.00,0.00,26080
v8-nojit,compute/fannkuch,compute,1,2680.00,2800.00,0.00,17920
v8-nojit,compute/fannkuch,compute,2,2710.00,2790.00,0.00,17920
v8-nojit,compute/fannkuch,compute,3,2700.00,2780.00,0.00,17920
v8-nojit,compute/fannkuch,compute,4,2730.00,2900.00,0.00,17760
v8-nojit,compute/fannkuch,compute,5,4060.00,2950.00,0.00,18080
lua,compute/mandelbrot,compute,1,990.00,1080.00,0.00,2400
lua,compute/mandelbrot,compute,2,950.00,1040.00,0.00,2240
lua,compute/mandelbrot,compute,3,950.00,1040.00,0.00,2400
lua,compute/mandelbrot,compute,4,960.00,1050.00,0.00,2400
lua,compute/mandelbrot,compute,5,950.00,1030.00,0.00,2400
lua55,compute/mandelbrot,compute,1,970.00,1060.00,0.00,2400
lua55,compute/mandelbrot,compute,2,950.00,1030.00,0.00,2400
lua55,compute/mandelbrot,compute,3,940.00,1010.00,0.00,2400
lua55,compute/mandelbrot,compute,4,920.00,1000.00,0.00,2400
lua55,compute/mandelbrot,compute,5,970.00,1050.00,0.00,2240
luajit,compute/mandelbrot,compute,1,80.00,80.00,0.00,2560
luajit,compute/mandelbrot,compute,2,70.00,80.00,0.00,2400
luajit,compute/mandelbrot,compute,3,70.00,80.00,0.00,2400
luajit,compute/mandelbrot,compute,4,80.00,80.00,0.00,2560
luajit,compute/mandelbrot,compute,5,70.00,80.00,0.00,2560
quickjs,compute/mandelbrot,compute,1,2390.00,2500.00,0.00,3040
quickjs,compute/mandelbrot,compute,2,2420.00,2480.00,0.00,3040
quickjs,compute/mandelbrot,compute,3,2460.00,2530.00,0.00,3040
quickjs,compute/mandelbrot,compute,4,2490.00,2510.00,0.00,3040
quickjs,compute/mandelbrot,compute,5,4620.00,2480.00,0.00,3040
v8,compute/mandelbrot,compute,1,110.00,100.00,0.00,27040
v8,compute/mandelbrot,compute,2,110.00,110.00,0.00,27840
v8,compute/mandelbrot,compute,3,110.00,110.00,0.00,27040
v8,compute/mandelbrot,compute,4,120.00,120.00,0.00,26720
v8,compute/mandelbrot,compute,5,110.00,110.00,0.00,27680
v8-nojit,compute/mandelbrot,compute,1,2000.00,2080.00,10.00,20640
v8-nojit,compute/mandelbrot,compute,2,1920.00,2000.00,0.00,20480
v8-nojit,compute/mandelbrot,compute,3,1990.00,2070.00,10.00,20320
v8-nojit,compute/mandelbrot,compute,4,1920.00,2030.00,0.00,20640
v8-nojit,compute/mandelbrot,compute,5,1860.00,2020.00,0.00,20480
lua,compute/matrix,compute,1,260.00,280.00,0.00,6400
lua,compute/matrix,compute,2,250.00,280.00,0.00,6400
lua,compute/matrix,compute,3,260.00,280.00,0.00,6400
lua,compute/matrix,compute,4,250.00,280.00,0.00,6400
lua,compute/matrix,compute,5,280.00,300.00,0.00,6400
lua55,compute/matrix,compute,1,230.00,250.00,0.00,4640
lua55,compute/matrix,compute,2,230.00,250.00,0.00,4640
lua55,compute/matrix,compute,3,230.00,250.00,0.00,4640
lua55,compute/matrix,compute,4,250.00,270.00,0.00,4640
lua55,compute/matrix,compute,5,230.00,250.00,0.00,4640
luajit,compute/matrix,compute,1,10.00,20.00,0.00,4320
luajit,compute/matrix,compute,2,20.00,20.00,0.00,4320
luajit,compute/matrix,compute,3,10.00,10.00,0.00,4320
luajit,compute/matrix,compute,4,20.00,20.00,0.00,4320
luajit,compute/matrix,compute,5,20.00,20.00,0.00,4320
quickjs,compute/matrix,compute,1,450.00,470.00,0.00,6560
quickjs,compute/matrix,compute,2,380.00,410.00,0.00,6560
quickjs,compute/matrix,compute,3,440.00,480.00,0.00,6560
quickjs,compute/matrix,compute,4,470.00,510.00,0.00,6560
quickjs,compute/matrix,compute,5,470.00,500.00,0.00,6560
v8,compute/matrix,compute,1,30.00,40.00,0.00,29440
v8,compute/matrix,compute,2,30.00,40.00,0.00,29280
v8,compute/matrix,compute,3,30.00,30.00,0.00,29280
v8,compute/matrix,compute,4,30.00,40.00,10.00,29280
v8,compute/matrix,compute,5,30.00,20.00,20.00,29600
v8-nojit,compute/matrix,compute,1,450.00,490.00,0.00,23360
v8-nojit,compute/matrix,compute,2,470.00,490.00,20.00,23200
v8-nojit,compute/matrix,compute,3,460.00,480.00,10.00,23200
v8-nojit,compute/matrix,compute,4,450.00,470.00,20.00,23200
v8-nojit,compute/matrix,compute,5,450.00,480.00,0.00,23360
lua,compute/nbody,compute,1,470.00,510.00,0.00,2400
lua,compute/nbody,compute,2,510.00,520.00,0.00,2400
lua,compute/nbody,compute,3,500.00,510.00,0.00,2400
lua,compute/nbody,compute,4,510.00,520.00,0.00,2400
lua,compute/nbody,compute,5,600.00,610.00,0.00,2400
lua55,compute/nbody,compute,1,2300.00,540.00,0.00,2400
lua55,compute/nbody,compute,2,500.00,520.00,0.00,2400
lua55,compute/nbody,compute,3,520.00,530.00,0.00,2400
lua55,compute/nbody,compute,4,480.00,500.00,0.00,2400
lua55,compute/nbody,compute,5,530.00,550.00,0.00,2400
luajit,compute/nbody,compute,1,60.00,60.00,0.00,2560
luajit,compute/nbody,compute,2,50.00,60.00,0.00,2560
luajit,compute/nbody,compute,3,50.00,50.00,0.00,2560
luajit,compute/nbody,compute,4,50.00,50.00,0.00,2560
luajit,compute/nbody,compute,5,50.00,50.00,0.00,2560
quickjs,compute/nbody,compute,1,900.00,980.00,0.00,3040
quickjs,compute/nbody,compute,2,920.00,1000.00,0.00,3040
quickjs,compute/nbody,compute,3,920.00,1000.00,0.00,3040
quickjs,compute/nbody,compute,4,890.00,970.00,0.00,3040
quickjs,compute/nbody,compute,5,910.00,980.00,0.00,3040
v8,compute/nbody,compute,1,30.00,30.00,0.00,27840
v8,compute/nbody,compute,2,30.00,30.00,0.00,27840
v8,compute/nbody,compute,3,30.00,30.00,0.00,28000
v8,compute/nbody,compute,4,30.00,30.00,0.00,28320
v8,compute/nbody,compute,5,30.00,20.00,10.00,27840
v8-nojit,compute/nbody,compute,1,910.00,900.00,10.00,20480
v8-nojit,compute/nbody,compute,2,870.00,900.00,10.00,20480
v8-nojit,compute/nbody,compute,3,930.00,970.00,10.00,20480
v8-nojit,compute/nbody,compute,4,910.00,960.00,0.00,20320
v8-nojit,compute/nbody,compute,5,880.00,930.00,0.00,20480
lua,compute/sieve,compute,1,850.00,780.00,110.00,34780
lua,compute/sieve,compute,2,930.00,860.00,120.00,34780
lua,compute/sieve,compute,3,920.00,800.00,130.00,34784
lua,compute/sieve,compute,4,870.00,780.00,170.00,34784
lua,compute/sieve,compute,5,780.00,730.00,120.00,34880
lua55,compute/sieve,compute,1,460.00,380.00,120.00,38044
lua55,compute/sieve,compute,2,440.00,370.00,100.00,38048
lua55,compute/sieve,compute,3,460.00,410.00,90.00,38040
lua55,compute/sieve,compute,4,430.00,380.00,90.00,38044
lua55,compute/sieve,compute,5,480.00,410.00,110.00,38044
luajit,compute/sieve,compute,1,180.00,140.00,60.00,166080
luajit,compute/sieve,compute,2,180.00,120.00,70.00,166080
luajit,compute/sieve,compute,3,180.00,120.00,70.00,166080
luajit,compute/sieve,compute,4,210.00,120.00,80.00,166080
luajit,compute/sieve,compute,5,200.00,120.00,80.00,166080
quickjs,compute/sieve,compute,1,3470.00,3130.00,460.00,104600
quickjs,compute/sieve,compute,2,3340.00,3170.00,470.00,104600
quickjs,compute/sieve,compute,3,3260.00,3040.00,500.00,104600
quickjs,compute/sieve,compute,4,3170.00,3030.00,430.00,104600
quickjs,compute/sieve,compute,5,3300.00,3160.00,440.00,104604
v8,compute/sieve,compute,1,150.00,150.00,20.00,89440
v8,compute/sieve,compute,2,150.00,140.00,30.00,89440
v8,compute/sieve,compute,3,160.00,130.00,40.00,89280
v8,compute/sieve,compute,4,150.00,140.00,30.00,89600
v8,compute/sieve,compute,5,150.00,140.00,20.00,89280
v8-nojit,compute/sieve,compute,1,1180.00,1260.00,20.00,87840
v8-nojit,compute/sieve,compute,2,1210.00,1290.00,30.00,87680
v8-nojit,compute/sieve,compute,3,1220.00,1280.00,20.00,88160
v8-nojit,compute/sieve,compute,4,1300.00,1270.00,30.00,87840
v8-nojit,compute/sieve,compute,5,1320.00,1290.00,50.00,87840
lua,compute/spectral_norm,compute,1,900.00,930.00,0.00,2400
lua,compute/spectral_norm,compute,2,3080.00,910.00,0.00,2400
lua,compute/spectral_norm,compute,3,880.00,910.00,0.00,2400
lua,compute/spectral_norm,compute,4,910.00,940.00,0.00,2400
lua,compute/spectral_norm,compute,5,940.00,940.00,0.00,2400
lua55,compute/spectral_norm,compute,1,820.00,890.00,0.00,2400
lua55,compute/spectral_norm,compute,2,850.00,930.00,0.00,2400
lua55,compute/spectral_norm,compute,3,850.00,920.00,0.00,2400
lua55,compute/spectral_norm,compute,4,840.00,910.00,0.00,2400
